INVOICED_AMOUNT,FISCAL_QUARTER,PRODUCT_CATEGORY,SUPPLIER_NAME,IS_PREFERRED_SUPPLIER,CHANNEL,IS_CATALOG
24.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Schoeller Bleckmann Inc,No,PO,no
83.62,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,no
145.7,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,no
150.84,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,no
271.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris Coiled Tubes Llc,No,Ebuy,no
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Ebuy,no
51.56,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Pcard,no
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Tonymoly Co.  Ltd.,No,Pcard,no
19.21,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Valu Merchandisers Company,Yes,Ebuy,no
12.76,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Co.,No,Pcard,no
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Company,No,Pcard,no
9.99,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Wise Consumer Products,Yes,Pcard,yes
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Wockhardt Limited,Yes,Pcard,no
238.84,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Akorn  Inc.,No,Ebuy,no
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Akorn  Inc.,No,PO,no
245.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Alk-Abello  Inc.,Yes,Ebuy,no
198.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Alk-Abello  Inc.,Yes,Pcard,no
6.97,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Avkare  Inc.,No,PO,yes
21.29,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Avpak,No,Pcard,no
46.870000000000005,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,no
557.5,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,yes
162.45,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
424.48,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
17.21,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,yes
52.38,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Chattem  Inc.,No,PO,no
270.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Chattem  Inc.,No,Pcard,no
15.54,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Darron Tool & Eng Sbo,No,Pcard,no
22.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Depomed  Inc.,No,Ebuy,no
270.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Depomed  Inc.,No,PO,no
14.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,Ebuy,yes
15.42,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Elizabeth Arden  Inc,Yes,Pcard,no
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Godwin-Sbo  Lp,No,Ebuy,no
5.45,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Heel Inc,No,Ebuy,no
180.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Heel Inc,No,PO,no
3.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Henry Schein  Inc.,No,PO,no
164.8,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Johnny Rockets,No,Pcard,yes
0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,Pcard,no
49.05,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,Ebuy,no
21.11,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,PO,no
238.84,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Mary Kay Inc.,No,PO,no
6.97,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Mary Kay Inc.,No,Pcard,yes
30.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Ebuy,no
0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,no
81.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,yes
5.2,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,no
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Panda Express,Yes,Ebuy,yes
11.1,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Panrosa Enterprises  Inc.,Yes,Ebuy,yes
51.36,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Revamp International Pte. Ltd.,Yes,Ebuy,yes
16.95,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Revamp International Pte. Ltd.,Yes,Pcard,yes
24.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Rimmel Inc.,No,Ebuy,no
7.79,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Safeway Inc.,No,Pcard,yes
120.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,no
167.57,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,no
536.72,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Sbot,No,Ebuy,no
536.72,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,Pcard,no
15.2,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Shiseido Co.  Ltd.,No,PO,yes
450.75,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Sj Creations  Inc.,Yes,Ebuy,yes
535.68,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Sj Creations  Inc.,Yes,Pcard,no
285.67,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,yes
28.6,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Pcard,no
235.07999999999998,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Pcard,yes
52.64,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Starbucks,Yes,Ebuy,no
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Starbucks,Yes,PO,yes
205.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Starbucks,Yes,Pcard,yes
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,Ebuy,no
48.84,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,Pcard,no
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tenaris Coiled Tubes Llc,No,Pcard,no
165.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,yes
15.4,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Timken Group,No,PO,yes
165.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tonymoly Co.  Ltd.,No,Ebuy,yes
30.66,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tonymoly Co.  Ltd.,No,Pcard,yes
205.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Tubos De Acero De Mexico Sa,No,Pcard,yes
238.84,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Valu Merchandisers Company,Yes,PO,no
25.6,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Ventura International Ltd,No,Ebuy,no
22.0,Q4 FY2013,IT/IS AND TELECOMMUNICATIONS,Walgreen Company,No,Ebuy,yes
18.32,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Ab7 Industries,Yes,PO,no
52.64,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Best Buy ,Yes,Ebuy,no
22.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,yes
15.4,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Darron Tool & Eng Sbo,No,Pcard,no
1064.95,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Deb Usa  Inc.,No,PO,yes
18.32,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Fenwal  Inc.,No,PO,no
165.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Jeun Cell Ltd,No,PO,no
15.4,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Pcard,yes
22.98,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Merck Sharp & Dohme Corp.,No,Ebuy,no
1064.95,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Merck Sharp & Dohme Corp.,No,Ebuy,yes
22.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Panrosa Enterprises  Inc.,Yes,Pcard,yes
54.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Prime Packaging  Inc.,No,PO,no
30.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Rimmel Inc.,No,PO,yes
11.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Rite Aid Corporation,No,Pcard,yes
30.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Ebuy,yes
100.97,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,PO,yes
29.16,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Pcard,yes
15.4,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sj Creations  Inc.,Yes,Pcard,no
12.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Ebuy,no
813.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Ebuy,yes
2396.83,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,PO,no
49.33,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Pcard,no
271.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris,No,PO,no
223.5,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Thefaceshop Co.  Ltd,No,Ebuy,no
26.75,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Valu Merchandisers Company,Yes,Ebuy,no
198.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Walgreen Company,No,Pcard,no
11.0,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Wockhardt Limited,Yes,Ebuy,no
99.82,Q4 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Wockhardt Limited,Yes,Pcard,yes
11.1,Q4 FY2013,OUTSOURCED SERVICES,Avpak,No,PO,no
39.78,Q4 FY2013,OUTSOURCED SERVICES,Best Buy ,Yes,Pcard,no
204.3,Q4 FY2013,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,Ebuy,yes
15.4,Q4 FY2013,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,PO,yes
92.81,Q4 FY2013,OUTSOURCED SERVICES,Dza Brands Llc,Yes,PO,yes
198.0,Q4 FY2013,OUTSOURCED SERVICES,Elizabeth Arden  Inc,Yes,Pcard,no
58.74,Q4 FY2013,OUTSOURCED SERVICES,Hampton Inn & Suites,No,Pcard,no
798.8100000000001,Q4 FY2013,OUTSOURCED SERVICES,Matrixx Initiatives  Inc.,No,Pcard,no
91.47,Q4 FY2013,OUTSOURCED SERVICES,Mckesson,Yes,Pcard,yes
25.89,Q4 FY2013,OUTSOURCED SERVICES,Quiznos,Yes,Pcard,no
51.5,Q4 FY2013,OUTSOURCED SERVICES,Sandoz Inc,No,Ebuy,no
51.5,Q4 FY2013,OUTSOURCED SERVICES,Sandoz Inc,No,PO,no
35.07,Q4 FY2013,OUTSOURCED SERVICES,Sandoz Inc,No,Pcard,no
27.53,Q4 FY2013,OUTSOURCED SERVICES,Sb Darron Pte Ltd,No,Pcard,yes
699.0,Q4 FY2013,OUTSOURCED SERVICES,Sbot,No,Ebuy,yes
699.0,Q4 FY2013,OUTSOURCED SERVICES,Schoeller Bleckmann Inc,No,Ebuy,yes
194.96,Q4 FY2013,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Pcard,yes
231.25,Q4 FY2013,OUTSOURCED SERVICES,Ventura International Ltd,No,PO,no
131.49,Q4 FY2013,OUTSOURCED SERVICES,Walgreen Co.,No,PO,no
56.05,Q4 FY2014,Asset,Best Buy ,Yes,Ebuy,no
20.0,Q4 FY2014,Asset,Cephalon  Inc.,Yes,Ebuy,yes
297.0,Q4 FY2014,Asset,Cephalon  Inc.,Yes,PO,yes
350.62,Q4 FY2014,Asset,Johnny Rockets,No,Ebuy,yes
12.44,Q4 FY2014,Asset,Matrixx Initiatives  Inc.,No,Ebuy,yes
10.5,Q4 FY2014,Asset,Matrixx Initiatives  Inc.,No,PO,no
56.05,Q4 FY2014,Asset,Panda Express,Yes,Pcard,no
49.57,Q4 FY2014,Asset,Panrosa Enterprises  Inc.,Yes,Pcard,no
77.2,Q4 FY2014,Asset,Quiznos,Yes,Ebuy,yes
43.52,Q4 FY2014,Asset,Rimmel Inc.,No,PO,no
216.6,Q4 FY2014,Asset,Sandoz Inc,No,PO,no
30.0,Q4 FY2014,Asset,Sandoz Inc,No,Pcard,no
36.51,Q4 FY2014,Asset,Skinfix  Inc.,Yes,PO,yes
314.37,Q4 FY2014,Asset,Skinfix  Inc.,Yes,Pcard,no
0,Q4 FY2014,Asset,Starbucks,Yes,Ebuy,no
30.0,Q4 FY2014,Asset,Tonymoly Co.  Ltd.,No,Ebuy,no
21.52,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Ab7 Industries,Yes,PO,yes
1174.93,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Alk-Abello  Inc.,Yes,Pcard,no
70.04,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Avkare  Inc.,No,Pcard,no
53.84,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Avpak,No,Ebuy,no
16.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Best Buy ,Yes,PO,no
15.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,C.D.M.A.  Inc,No,Pcard,no
2.36,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,yes
65.79,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,no
125.6,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,no
40.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,yes
187.92,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Chattem  Inc.,No,PO,no
41.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Deb Usa  Inc.,No,Ebuy,no
95.19,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Depomed  Inc.,No,Pcard,no
367.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Dza Brands Llc,Yes,PO,yes
21.52,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Fenwal  Inc.,No,Pcard,yes
235.06,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,H.J. Harkins Company  Inc.,No,Ebuy,yes
16.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Ebuy,no
74.93,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Ebuy,yes
42.47,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Heel Inc,No,PO,no
15.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Henry Schein  Inc.,No,Pcard,no
46.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Johnny Rockets,No,PO,yes
155.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Knust Sbs,No,PO,yes
15.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Pcard,no
284.15,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Merck Sharp & Dohme Corp.,No,PO,no
262.66,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Panda Express,Yes,PO,no
22.44,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Panrosa Enterprises  Inc.,Yes,PO,no
5.43,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Prime Packaging  Inc.,No,Pcard,no
46.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Quiznos,Yes,Ebuy,yes
20.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Revamp International Pte. Ltd.,Yes,PO,no
5.42,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Rimmel Inc.,No,Pcard,no
21.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Rite Aid Corporation,No,Ebuy,yes
15.4,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway,Yes,Ebuy,no
11.81,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway Inc.,No,Pcard,yes
23.21,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,no
88.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,no
72.14,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,yes
88.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,no
3.1,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sb Darron Pte Ltd,No,Pcard,yes
3.1,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sbot,No,PO,yes
2.18,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Shiseido Co.  Ltd.,No,PO,no
53.11,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,no
187.92,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,yes
120.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,no
52.64,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,yes
27.75,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,no
263.23,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,yes
36.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Starbucks,Yes,PO,yes
29.09,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,PO,yes
22.09,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Pcard,yes
36.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Timken Group,No,Ebuy,yes
36.07,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Tubos De Acero De Mexico Sa,No,Ebuy,yes
20.0,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Co.,No,Ebuy,no
17.34,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Company,No,Pcard,no
15.5,Q4 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Wise Consumer Products,Yes,Pcard,yes
17.51,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Akorn  Inc.,No,PO,no
699.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Avkare  Inc.,No,Ebuy,no
3.61,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Avkare  Inc.,No,Ebuy,yes
6.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,C.D.M.A.  Inc,No,Pcard,yes
239.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,no
203.49,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,yes
96.88,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
561.06,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
19.39,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,yes
32.4,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Darron Tool & Eng Sbo,No,PO,no
10.11,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Deb Usa  Inc.,No,Pcard,yes
2633.94,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,PO,yes
11.55,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,Pcard,no
3.69,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Henry Schein  Inc.,No,PO,yes
8.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Hospira  Inc.,No,Ebuy,yes
534.5,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Jeun Cell Ltd,No,Ebuy,no
699.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Johnny Rockets,No,Ebuy,no
54.5,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,Ebuy,yes
262.65,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,PO,yes
716.51,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Mary Kay Inc.,No,Pcard,no
82.57,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Ebuy,no
37.18,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Ebuy,yes
8.99,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,no
172.21,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,yes
351.5,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,no
37.18,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,yes
2633.94,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,Ebuy,yes
43.37,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Merck Sharp & Dohme Corp.,No,Ebuy,no
80.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Panrosa Enterprises  Inc.,Yes,Pcard,yes
297.71999999999997,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Pliva Inc.,No,PO,yes
21.2,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Rite Aid Corporation,No,Ebuy,no
21.2,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Safeway,Yes,PO,no
349.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,no
89.88,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,yes
30.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,no
455.46,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,yes
74.54,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,no
428.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,yes
53.61,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sbot,No,Ebuy,no
53.61,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,Pcard,no
8.27,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Shiseido Co.  Ltd.,No,Ebuy,yes
26.4,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Sj Creations  Inc.,Yes,Pcard,no
629.58,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,no
260.53,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Pcard,no
15.4,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,Pcard,no
49.31,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,PO,no
321.11,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,PO,yes
30.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,yes
16.4,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Tonymoly Co.  Ltd.,No,PO,no
15.4,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Tonymoly Co.  Ltd.,No,Pcard,no
76.6,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Tubos De Acero De Mexico Sa,No,PO,no
2.7,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Valu Merchandisers Company,Yes,Ebuy,no
262.65,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Wise Consumer Products,Yes,Pcard,yes
1751.0,Q4 FY2014,IT/IS AND TELECOMMUNICATIONS,Wockhardt Limited,Yes,Ebuy,no
179.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Akorn  Inc.,No,Ebuy,no
297.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,yes
16.8,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,Pcard,yes
22.42,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Chattem  Inc.,No,PO,no
35.79,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Deb Usa  Inc.,No,Pcard,no
22.42,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Depomed  Inc.,No,Pcard,no
